iter	Passed	Remaining
1724	2774	2051
1725	2776	2049
1726	2777	2047
1727	2779	2045
1728	2780	2043
1729	2781	2042
1730	2783	2040
1731	2784	2038
1732	2785	2036
1733	2787	2035
1734	2789	2033
1735	2790	2032
1736	2792	2030
1737	2793	2028
1738	2795	2026
1739	2797	2025
1740	2799	2024
1741	2801	2022
1742	2802	2021
1743	2804	2019
1744	2806	2018
1745	2807	2016
1746	2808	2014
1747	2809	2012
1748	2810	2010
1749	2811	2008
1750	2812	2006
1751	2814	2004
1752	2815	2002
1753	2816	2000
1754	2818	1999
1755	2819	1997
1756	2820	1995
1757	2822	1993
1758	2824	1992
1759	2826	1991
1760	2827	1989
1761	2829	1987
1762	2830	1985
1763	2831	1984
1764	2833	1982
1765	2834	1980
1766	2835	1978
1767	2836	1976
1768	2838	1975
1769	2839	1973
1770	2841	1971
1771	2842	1969
1772	2843	1968
1773	2844	1966
1774	2846	1964
1775	2847	1962
1776	2848	1960
1777	2850	1958
1778	2851	1956
1779	2852	1955
1780	2853	1953
1781	2855	1951
1782	2856	1949
1783	2858	1948
1784	2859	1946
1785	2860	1944
1786	2861	1942
1787	2863	1940
1788	2864	1939
1789	2866	1937
1790	2867	1935
1791	2868	1933
1792	2870	1932
1793	2871	1930
1794	2872	1928
1795	2873	1926
1796	2875	1924
1797	2876	1922
1798	2877	1921
1799	2880	1920
1800	2881	1918
1801	2882	1916
1802	2884	1915
1803	2885	1913
1804	2887	1911
1805	2889	1910
1806	2890	1908
1807	2892	1906
1808	2893	1905
1809	2895	1903
1810	2897	1902
1811	2898	1900
1812	2900	1898
1813	2901	1897
1814	2903	1895
1815	2906	1894
1816	2908	1893
1817	2909	1891
1818	2911	1890
1819	2914	1889
1820	2917	1888
1821	2919	1887
1822	2922	1886
1823	2924	1885
1824	2926	1883
1825	2927	1882
1826	2930	1881
1827	2933	1880
1828	2934	1879
1829	2936	1877
1830	2939	1876
1831	2941	1875
1832	2942	1873
1833	2945	1872
1834	2947	1871
1835	2949	1869
1836	2950	1868
1837	2952	1866
1838	2956	1866
1839	2958	1865
1840	2960	1863
1841	2962	1862
1842	2963	1860
1843	2965	1859
1844	2966	1857
1845	2969	1856
1846	2970	1854
1847	2972	1852
1848	2974	1851
1849	2975	1849
1850	2976	1847
1851	2978	1846
1852	2979	1844
1853	2981	1842
1854	2982	1841
1855	2984	1839
1856	2985	1837
1857	2987	1836
1858	2988	1834
1859	2990	1832
1860	2991	1830
1861	2992	1829
1862	2994	1827
1863	2995	1825
1864	2997	1824
1865	2998	1822
1866	3000	1820
1867	3001	1819
1868	3004	1817
1869	3005	1816
1870	3007	1815
1871	3009	1813
1872	3010	1811
1873	3012	1809
1874	3014	1808
1875	3015	1806
1876	3017	1805
1877	3020	1804
1878	3023	1803
1879	3024	1802
1880	3026	1800
1881	3028	1798
1882	3029	1797
1883	3031	1795
1884	3032	1793
1885	3035	1792
1886	3037	1791
1887	3038	1789
1888	3040	1788
1889	3041	1786
1890	3044	1785
1891	3045	1783
1892	3047	1782
1893	3048	1780
1894	3050	1778
1895	3052	1777
1896	3054	1776
1897	3055	1774
1898	3057	1772
1899	3058	1770
1900	3060	1769
1901	3063	1768
1902	3064	1766
1903	3066	1764
1904	3068	1763
1905	3070	1762
1906	3071	1760
1907	3073	1758
1908	3074	1757
1909	3076	1755
1910	3077	1753
1911	3079	1752
1912	3080	1750
1913	3082	1748
1914	3085	1747
1915	3086	1746
1916	3087	1744
1917	3089	1742
1918	3090	1741
1919	3092	1739
1920	3093	1737
1921	3095	1736
1922	3096	1734
1923	3098	1732
1924	3100	1731
1925	3103	1730
1926	3105	1728
1927	3107	1727
1928	3109	1726
1929	3110	1724
1930	3112	1722
1931	3113	1721
1932	3114	1719
1933	3116	1717
1934	3119	1716
1935	3121	1715
1936	3122	1713
1937	3124	1712
1938	3126	1710
1939	3127	1708
1940	3129	1707
1941	3130	1705
1942	3131	1703
1943	3134	1702
1944	3135	1700
1945	3137	1699
1946	3139	1697
1947	3140	1696
1948	3142	1694
1949	3143	1692
1950	3145	1691
1951	3146	1689
1952	3148	1687
1953	3150	1686
1954	3152	1685
1955	3153	1683
1956	3155	1681
1957	3156	1679
1958	3157	1678
1959	3159	1676
1960	3160	1674
1961	3162	1673
1962	3163	1671
1963	3165	1669
1964	3167	1668
1965	3169	1666
1966	3170	1665
1967	3172	1663
1968	3174	1662
1969	3176	1660
1970	3177	1659
1971	3179	1657
1972	3180	1655
1973	3182	1654
1974	3185	1653
1975	3186	1651
1976	3188	1649
1977	3189	1648
1978	3191	1646
1979	3193	1644
1980	3194	1643
1981	3196	1641
1982	3198	1640
1983	3200	1639
1984	3202	1637
1985	3203	1635
1986	3205	1633
1987	3206	1632
1988	3208	1630
1989	3209	1629
1990	3211	1627
1991	3212	1625
1992	3214	1624
1993	3216	1622
1994	3218	1621
1995	3219	1619
1996	3221	1617
1997	3222	1616
1998	3224	1614
1999	3225	1612
2000	3227	1611
2001	3228	1609
2002	3231	1608
2003	3233	1606
2004	3234	1605
2005	3236	1603
2006	3237	1601
2007	3239	1600
2008	3240	1598
2009	3242	1597
2010	3243	1595
2011	3245	1593
2012	3247	1592
2013	3249	1590
2014	3251	1589
2015	3252	1587
2016	3253	1585
2017	3255	1584
2018	3256	1582
2019	3258	1580
2020	3260	1579
2021	3261	1577
2022	3263	1576
2023	3265	1574
2024	3267	1573
2025	3268	1571
2026	3269	1569
2027	3271	1568
2028	3273	1566
2029	3275	1564
2030	3276	1563
2031	3277	1561
2032	3279	1560
2033	3282	1558
2034	3283	1557
2035	3285	1555
2036	3286	1553
2037	3287	1551
2038	3289	1550
2039	3290	1548
2040	3292	1546
2041	3293	1545
2042	3296	1544
2043	3298	1542
2044	3300	1541
2045	3301	1539
2046	3303	1537
2047	3305	1536
2048	3307	1534
2049	3308	1533
2050	3309	1531
2051	3313	1530
2052	3315	1529
2053	3316	1527
2054	3317	1525
2055	3319	1524
2056	3321	1522
2057	3322	1520
2058	3324	1519
2059	3325	1517
2060	3327	1515
2061	3330	1514
2062	3331	1513
2063	3333	1511
2064	3334	1509
2065	3336	1508
2066	3338	1506
2067	3339	1505
2068	3341	1503
2069	3342	1501
2070	3346	1501
2071	3348	1499
2072	3350	1498
2073	3351	1496
2074	3353	1494
2075	3354	1493
2076	3356	1491
2077	3357	1489
2078	3358	1487
2079	3361	1486
2080	3362	1485
2081	3364	1483
2082	3365	1481
2083	3367	1480
2084	3368	1478
2085	3370	1476
2086	3372	1475
2087	3373	1473
2088	3375	1471
2089	3378	1470
2090	3379	1469
2091	3381	1467
2092	3382	1465
2093	3384	1464
2094	3386	1462
2095	3387	1461
2096	3389	1459
2097	3390	1457
2098	3392	1456
2099	3394	1454
2100	3396	1453
2101	3397	1451
2102	3398	1449
2103	3400	1448
2104	3402	1446
2105	3403	1444
2106	3404	1443
2107	3406	1441
2108	3408	1439
2109	3410	1438
2110	3412	1437
2111	3414	1435
2112	3415	1433
2113	3417	1432
2114	3419	1430
2115	3420	1429
2116	3422	1427
2117	3424	1425
2118	3427	1424
2119	3429	1423
2120	3430	1421
2121	3432	1420
2122	3434	1418
2123	3436	1417
2124	3437	1415
2125	3439	1413
2126	3441	1412
2127	3443	1411
2128	3445	1409
2129	3447	1407
2130	3448	1406
2131	3450	1404
2132	3451	1403
2133	3453	1401
2134	3454	1399
2135	3455	1397
2136	3457	1396
2137	3459	1394
2138	3461	1393
2139	3462	1391
2140	3464	1389
2141	3465	1388
2142	3467	1386
2143	3468	1384
2144	3470	1383
2145	3471	1381
2146	3472	1379
2147	3475	1378
2148	3477	1376
2149	3479	1375
2150	3480	1373
2151	3483	1372
2152	3484	1370
2153	3485	1369
2154	3487	1367
2155	3488	1365
2156	3491	1364
2157	3493	1362
2158	3494	1361
2159	3496	1359
2160	3497	1358
2161	3499	1356
2162	3501	1354
2163	3502	1353
2164	3504	1351
2165	3506	1350
2166	3508	1348
2167	3510	1347
2168	3511	1345
2169	3513	1343
2170	3515	1342
2171	3516	1340
2172	3518	1339
2173	3519	1337
2174	3521	1335
2175	3522	1333
2176	3523	1332
2177	3525	1330
2178	3527	1329
2179	3528	1327
2180	3530	1325
2181	3531	1324
2182	3533	1322
2183	3534	1320
2184	3536	1319
2185	3537	1317
2186	3539	1315
2187	3541	1314
2188	3542	1312
2189	3544	1310
2190	3545	1309
2191	3546	1307
2192	3548	1305
2193	3549	1304
2194	3551	1302
2195	3552	1300
2196	3553	1298
2197	3556	1297
2198	3558	1296
2199	3560	1294
2200	3561	1292
2201	3563	1291
2202	3564	1289
2203	3566	1288
2204	3568	1286
2205	3569	1284
2206	3571	1283
2207	3574	1281
2208	3575	1280
2209	3576	1278
2210	3578	1276
2211	3579	1275
2212	3581	1273
2213	3583	1272
2214	3584	1270
2215	3586	1268
2216	3588	1267
2217	3590	1265
2218	3592	1264
2219	3594	1262
2220	3596	1261
2221	3597	1259
2222	3599	1258
2223	3601	1256
2224	3603	1255
2225	3608	1254
2226	3610	1253
2227	3613	1251
2228	3616	1250
2229	3618	1249
2230	3622	1248
2231	3624	1247
2232	3627	1245
2233	3629	1244
2234	3630	1242
2235	3632	1241
2236	3634	1239
2237	3636	1238
2238	3639	1236
2239	3641	1235
2240	3642	1233
2241	3644	1232
2242	3646	1230
2243	3648	1229
2244	3649	1227
2245	3650	1225
2246	3652	1224
2247	3656	1223
2248	3657	1221
2249	3659	1219
2250	3660	1218
2251	3662	1216
2252	3664	1214
2253	3666	1213
2254	3670	1212
2255	3673	1211
2256	3675	1209
2257	3677	1208
2258	3679	1206
2259	3681	1205
2260	3683	1204
2261	3685	1202
2262	3687	1200
2263	3689	1199
2264	3690	1197
2265	3691	1195
2266	3693	1194
2267	3694	1192
2268	3696	1190
2269	3697	1189
2270	3699	1187
2271	3700	1185
2272	3703	1184
2273	3704	1182
2274	3706	1181
2275	3707	1179
2276	3708	1177
2277	3710	1175
2278	3711	1174
2279	3713	1172
2280	3714	1170
2281	3715	1169
2282	3717	1167
2283	3720	1166
2284	3722	1164
2285	3724	1163
2286	3725	1161
2287	3727	1159
2288	3728	1158
2289	3730	1156
2290	3731	1154
2291	3733	1153
2292	3735	1151
2293	3737	1150
2294	3738	1148
2295	3740	1146
2296	3742	1145
2297	3743	1143
2298	3745	1142
2299	3747	1140
2300	3749	1139
2301	3753	1137
2302	3754	1136
2303	3756	1134
2304	3758	1133
2305	3760	1131
2306	3761	1129
2307	3763	1128
2308	3764	1126
2309	3766	1124
2310	3768	1123
2311	3770	1122
2312	3771	1120
2313	3773	1118
2314	3775	1117
2315	3777	1115
2316	3779	1113
2317	3780	1112
2318	3782	1110
2319	3785	1109
2320	3787	1107
2321	3789	1106
2322	3791	1104
2323	3792	1103
2324	3794	1101
2325	3795	1099
2326	3797	1098
2327	3798	1096
2328	3801	1095
2329	3803	1093
2330	3805	1092
2331	3807	1090
2332	3809	1089
2333	3811	1087
2334	3812	1085
2335	3814	1084
2336	3816	1082
2337	3819	1081
2338	3821	1079
2339	3822	1078
2340	3824	1076
2341	3826	1075
2342	3827	1073
2343	3829	1071
2344	3831	1070
2345	3833	1068
2346	3835	1067
2347	3837	1065
2348	3838	1063
2349	3840	1062
2350	3842	1060
2351	3843	1059
2352	3845	1057
2353	3846	1055
2354	3849	1054
2355	3851	1052
2356	3853	1051
2357	3854	1049
2358	3856	1047
2359	3858	1046
2360	3859	1044
2361	3861	1042
2362	3862	1041
2363	3865	1039
2364	3867	1038
2365	3869	1036
2366	3870	1035
2367	3872	1033
2368	3874	1031
2369	3875	1030
2370	3877	1028
2371	3878	1026
2372	3881	1025
2373	3883	1023
2374	3885	1022
2375	3887	1020
2376	3889	1019
2377	3891	1017
2378	3893	1016
2379	3894	1014
2380	3896	1012
2381	3899	1011
2382	3901	1010
2383	3943	1018
2384	3955	1020
2385	3971	1022
2386	3976	1021
2387	3978	1019
2388	3980	1017
2389	3981	1016
2390	3983	1014
2391	3984	1012
2392	3986	1011
2393	3987	1009
2394	3988	1007
2395	3990	1005
2396	3992	1004
2397	3994	1002
2398	3996	1001
2399	3998	999
2400	3999	997
2401	4001	996
2402	4003	994
2403	4004	992
2404	4005	990
2405	4007	989
2406	4011	988
2407	4013	986
2408	4014	984
2409	4015	983
2410	4017	981
2411	4018	979
2412	4020	977
2413	4021	976
2414	4024	974
2415	4025	973
2416	4027	971
2417	4028	969
2418	4030	967
2419	4031	966
2420	4033	964
2421	4035	963
2422	4036	961
2423	4038	959
2424	4040	958
2425	4042	956
2426	4044	954
2427	4046	953
2428	4047	951
2429	4049	949
2430	4051	948
2431	4052	946
2432	4054	944
2433	4055	943
2434	4058	941
2435	4060	940
2436	4062	938
2437	4063	936
2438	4065	935
2439	4067	933
2440	4068	931
2441	4069	929
2442	4071	928
2443	4074	926
2444	4075	925
2445	4077	923
2446	4079	921
2447	4081	920
2448	4082	918
2449	4084	916
2450	4085	915
2451	4088	913
2452	4090	912
2453	4092	910
2454	4094	908
2455	4096	907
2456	4097	905
2457	4099	903
2458	4100	902
2459	4102	900
2460	4104	899
2461	4106	897
2462	4108	895
2463	4109	893
2464	4111	892
2465	4112	890
2466	4114	888
2467	4116	887
2468	4117	885
2469	4119	883
2470	4121	882
2471	4123	880
2472	4124	879
2473	4126	877
2474	4128	875
2475	4130	874
2476	4132	872
2477	4134	870
2478	4135	869
2479	4139	867
2480	4141	866
2481	4143	864
2482	4144	863
2483	4146	861
2484	4148	859
2485	4150	858
2486	4152	856
2487	4154	855
2488	4157	853
2489	4158	851
2490	4161	850
2491	4163	848
2492	4164	847
2493	4166	845
2494	4168	843
2495	4170	842
2496	4172	840
2497	4174	838
2498	4175	837
2499	4177	835
2500	4179	833
2501	4181	832
2502	4183	830
2503	4185	828
2504	4187	827
2505	4189	825
2506	4191	824
2507	4194	822
2508	4196	821
2509	4197	819
2510	4199	817
2511	4200	816
2512	4203	814
2513	4205	813
2514	4207	811
2515	4208	809
2516	4210	807
2517	4211	806
2518	4213	804
2519	4214	802
2520	4216	801
2521	4217	799
2522	4220	797
2523	4221	796
2524	4223	794
2525	4225	792
2526	4226	791
2527	4228	789
2528	4230	787
2529	4231	786
2530	4232	784
2531	4234	782
2532	4237	781
2533	4239	779
2534	4241	777
2535	4242	776
2536	4244	774
2537	4245	772
2538	4247	771
2539	4248	769
2540	4250	767
2541	4254	766
2542	4257	765
2543	4259	763
2544	4261	761
2545	4263	760
2546	4266	758
2547	4270	757
2548	4275	756
2549	4278	755
2550	4280	753
2551	4282	751
2552	4285	750
2553	4287	748
2554	4289	747
2555	4292	745
2556	4295	744
2557	4297	742
2558	4300	741
2559	4302	739
2560	4304	737
2561	4306	736
2562	4308	734
2563	4309	732
2564	4311	731
2565	4312	729
2566	4314	727
2567	4316	726
2568	4319	724
2569	4321	723
2570	4322	721
2571	4324	719
2572	4326	717
2573	4328	716
2574	4329	714
2575	4331	712
2576	4334	711
2577	4336	709
2578	4337	708
2579	4339	706
2580	4341	704
2581	4342	703
2582	4344	701
2583	4346	699
2584	4347	697
2585	4350	696
2586	4351	694
2587	4353	693
2588	4354	691
2589	4356	689
2590	4358	687
2591	4360	686
2592	4361	684
2593	4363	682
2594	4365	681
2595	4366	679
2596	4367	677
2597	4369	676
2598	4370	674
2599	4372	672
2600	4374	670
2601	4375	669
2602	4377	667
2603	4378	665
2604	4380	664
2605	4382	662
2606	4385	661
2607	4387	659
2608	4389	657
2609	4390	656
2610	4392	654
2611	4393	652
2612	4395	650
2613	4396	649
2614	4398	647
2615	4400	645
2616	4401	644
2617	4403	642
2618	4409	641
2619	4411	639
2620	4413	638
2621	4415	636
2622	4417	634
2623	4419	633
2624	4421	631
2625	4423	629
2626	4424	628
2627	4426	626
2628	4428	624
2629	4430	623
2630	4431	621
2631	4433	619
2632	4435	618
2633	4437	616
2634	4438	614
2635	4440	613
2636	4442	611
2637	4443	609
2638	4445	608
2639	4447	606
2640	4448	604
2641	4450	603
2642	4452	601
2643	4454	599
2644	4456	598
2645	4458	596
2646	4459	594
2647	4460	592
2648	4463	591
2649	4464	589
2650	4466	588
2651	4468	586
2652	4471	584
2653	4473	583
2654	4474	581
2655	4476	579
2656	4477	578
2657	4480	576
2658	4481	574
2659	4483	573
2660	4485	571
2661	4488	569
2662	4490	568
2663	4492	566
2664	4493	564
2665	4496	563
2666	4497	561
2667	4499	559
2668	4502	558
2669	4503	556
2670	4505	554
2671	4507	553
2672	4509	551
2673	4511	549
2674	4513	548
2675	4515	546
2676	4517	545
2677	4519	543
2678	4521	541
2679	4523	540
2680	4524	538
2681	4525	536
2682	4527	534
2683	4529	533
2684	4530	531
2685	4532	529
2686	4534	528
2687	4536	526
2688	4537	524
2689	4539	523
2690	4540	521
2691	4541	519
2692	4543	517
2693	4545	516
2694	4547	514
2695	4548	512
2696	4551	511
2697	4552	509
2698	4554	507
2699	4556	506
2700	4557	504
2701	4559	502
2702	4562	501
2703	4565	499
2704	4567	498
2705	4570	496
2706	4572	494
2707	4574	493
2708	4575	491
2709	4577	489
2710	4579	488
2711	4582	486
2712	4585	485
2713	4587	483
2714	4588	481
2715	4590	479
2716	4591	478
2717	4593	476
2718	4595	474
2719	4597	473
2720	4599	471
2721	4600	469
2722	4602	468
2723	4604	466
2724	4605	464
2725	4607	463
2726	4608	461
2727	4610	459
2728	4612	458
2729	4614	456
2730	4615	454
2731	4617	452
2732	4619	451
2733	4621	449
2734	4622	447
2735	4624	446
2736	4626	444
2737	4630	443
2738	4631	441
2739	4633	439
2740	4635	437
2741	4636	436
2742	4637	434
2743	4639	432
2744	4640	431
2745	4643	429
2746	4645	427
2747	4646	426
2748	4648	424
2749	4650	422
2750	4651	421
2751	4653	419
2752	4654	417
2753	4655	415
2754	4657	414
2755	4660	412
2756	4663	411
2757	4665	409
2758	4666	407
2759	4668	405
2760	4670	404
2761	4671	402
2762	4673	400
2763	4675	399
2764	4678	397
2765	4679	395
2766	4681	394
2767	4683	392
2768	4684	390
2769	4686	389
2770	4687	387
2771	4689	385
2772	4691	384
2773	4693	382
2774	4695	380
2775	4697	379
2776	4699	377
2777	4700	375
2778	4702	373
2779	4703	372
2780	4705	370
2781	4707	368
2782	4709	367
2783	4711	365
2784	4713	363
2785	4714	362
2786	4716	360
2787	4717	358
2788	4719	357
2789	4720	355
2790	4722	353
2791	4724	351
2792	4726	350
2793	4728	348
2794	4730	346
2795	4732	345
2796	4733	343
2797	4735	341
2798	4736	340
2799	4738	338
2800	4740	336
2801	4742	335
2802	4744	333
2803	4745	331
2804	4747	330
2805	4749	328
2806	4751	326
2807	4753	324
2808	4754	323
2809	4756	321
2810	4758	319
2811	4760	318
2812	4763	316
2813	4765	314
2814	4767	313
2815	4769	311
2816	4770	309
2817	4772	308
2818	4774	306
2819	4775	304
2820	4777	303
2821	4778	301
2822	4780	299
2823	4782	298
2824	4784	296
2825	4785	294
2826	4788	293
2827	4789	291
2828	4791	289
2829	4793	287
2830	4794	286
2831	4797	284
2832	4798	282
2833	4800	281
2834	4802	279
2835	4804	277
2836	4806	276
2837	4808	274
2838	4810	272
2839	4812	271
2840	4813	269
2841	4815	267
2842	4816	265
2843	4818	264
2844	4819	262
2845	4821	260
2846	4824	259
2847	4828	257
2848	4832	256
2849	4834	254
2850	4835	252
2851	4839	251
2852	4842	249
2853	4844	247
2854	4847	246
2855	4850	244
2856	4852	242
2857	4855	241
2858	4857	239
2859	4858	237
2860	4860	236
2861	4863	234
2862	4865	232
2863	4867	231
2864	4869	229
2865	4871	227
2866	4873	226
2867	4875	224
2868	4877	222
2869	4880	221
2870	4882	219
2871	4884	217
2872	4886	216
2873	4889	214
2874	4891	212
2875	4893	210
2876	4895	209
2877	4896	207
2878	4897	205
2879	4899	204
2880	4901	202
2881	4903	200
2882	4906	199
2883	4908	197
2884	4910	195
2885	4911	194
2886	4913	192
2887	4915	190
2888	4917	188
2889	4919	187
2890	4921	185
2891	4924	183
2892	4926	182
2893	4928	180
2894	4930	178
2895	4932	177
2896	4935	175
2897	4936	173
2898	4938	172
2899	4940	170
2900	4941	168
2901	4944	166
2902	4945	165
2903	4947	163
2904	4949	161
2905	4950	160
2906	4952	158
2907	4956	156
2908	4963	155
2909	4969	153
2910	4972	152
2911	4974	150
2912	4976	148
2913	4978	146
2914	4979	145
2915	4982	143
2916	4984	141
2917	4986	140
2918	4988	138
2919	4990	136
2920	4992	135
2921	4993	133
2922	4995	131
2923	4998	129
2924	5000	128
2925	5001	126
2926	5003	124
2927	5005	123
2928	5007	121
2929	5008	119
2930	5010	117
2931	5012	116
2932	5014	114
2933	5016	112
2934	5018	111
2935	5019	109
2936	5021	107
2937	5023	106
2938	5024	104
2939	5026	102
2940	5027	100
2941	5033	99
2942	5035	97
2943	5036	95
2944	5038	94
2945	5040	92
2946	5041	90
2947	5043	88
2948	5046	87
2949	5048	85
2950	5049	83
2951	5051	82
2952	5053	80
2953	5054	78
2954	5056	77
2955	5058	75
2956	5060	73
2957	5063	71
2958	5065	70
2959	5066	68
2960	5068	66
2961	5069	65
2962	5071	63
2963	5072	61
2964	5073	59
2965	5075	58
2966	5076	56
2967	5079	54
2968	5080	53
2969	5082	51
2970	5083	49
2971	5084	47
2972	5086	46
2973	5088	44
2974	5089	42
2975	5090	41
2976	5091	39
2977	5093	37
2978	5096	35
2979	5097	34
2980	5099	32
2981	5100	30
2982	5101	29
2983	5104	27
2984	5106	25
2985	5108	23
2986	5112	22
2987	5114	20
2988	5115	18
2989	5117	17
2990	5119	15
2991	5121	13
2992	5122	11
2993	5124	10
2994	5127	8
2995	5130	6
2996	5132	5
2997	5135	3
2998	5139	1
2999	5153	0
