iter	RMSE
129	0.1189183753
130	0.1185702605
131	0.1182754829
132	0.1178742827
133	0.1174785539
134	0.117030517
135	0.116595341
136	0.1162188453
137	0.1159375111
138	0.1156881058
139	0.1154473372
140	0.1151730732
141	0.1147656914
142	0.1143703985
143	0.1140782445
144	0.1137807766
145	0.1134954882
146	0.1131274918
147	0.112744745
148	0.1125255384
149	0.1121689427
150	0.1117289988
151	0.111516176
152	0.1113243699
153	0.111024693
154	0.1107740469
155	0.1104647546
156	0.1101936287
157	0.1098970266
158	0.1097024067
159	0.1094112352
160	0.1091730141
161	0.108923756
162	0.1085537031
163	0.1084367663
164	0.1082397895
165	0.1079865123
166	0.10772578
167	0.1074221758
168	0.1071680325
169	0.1069139299
170	0.1066869224
171	0.1063832961
172	0.1060897059
173	0.1058784039
174	0.1056259452
175	0.105425557
176	0.1051501338
177	0.104949651
178	0.1047312373
179	0.104479561
180	0.1042138424
181	0.1040312537
182	0.1038907881
183	0.1037591561
184	0.1035624805
185	0.1034047117
186	0.103225819
187	0.1030055882
188	0.1027930606
189	0.1025354615
190	0.102428902
191	0.1022856247
192	0.1020339123
193	0.1018645409
194	0.1016414846
195	0.1014670369
196	0.1012750624
197	0.1012297616
198	0.1010688348
199	0.1008379384
200	0.1006091979
201	0.1003990749
202	0.1001907211
203	0.0999390446
204	0.09970736947
205	0.09953043368
206	0.0993925505
207	0.09914939187
208	0.09893222181
209	0.09872780785
210	0.09850868527
211	0.09843024664
212	0.09831890725
213	0.09812233539
214	0.09797013931
215	0.09777524931
216	0.09762670041
217	0.09742041377
218	0.09725276239
219	0.09703802792
220	0.09689134893
221	0.09670997878
222	0.09657435912
223	0.096438126
224	0.09625791423
225	0.09619528863
226	0.09598036176
227	0.09574818393
228	0.09564738047
229	0.09541412662
230	0.09535849246
231	0.09518295486
232	0.09503631417
233	0.09486890311
234	0.09474628637
235	0.09455025621
236	0.09439395853
237	0.09421812186
238	0.09402798443
239	0.09387419711
240	0.09378671617
241	0.09361653604
242	0.09344696573
243	0.09337809243
244	0.09327502795
245	0.09314472451
246	0.09295541088
247	0.09277506908
248	0.0925660976
249	0.09245547035
250	0.09238800783
251	0.09226591439
252	0.09212069805
253	0.0920737943
254	0.09185115967
255	0.09172911224
256	0.09157268287
257	0.09141999207
258	0.09136397942
259	0.09117774253
260	0.09100892497
261	0.0908849993
262	0.09078477233
263	0.09065455349
264	0.09059516706
265	0.09049744849
266	0.09027238194
267	0.09006634974
268	0.0899189331
269	0.08977632424
270	0.0896488399
271	0.0895708779
272	0.08941824536
273	0.08927053886
274	0.08914555862
275	0.08907249352
276	0.08891330916
277	0.0887675516
278	0.08866764695
279	0.08855337973
280	0.08850262493
281	0.08832603385
282	0.08813589951
283	0.08799692535
284	0.08794311276
285	0.08783177284
286	0.08772361004
287	0.08758560132
288	0.08749853029
289	0.08739472214
290	0.0872195389
291	0.0870448974
292	0.08699823159
293	0.08692830818
294	0.0867418435
295	0.08660707263
296	0.08647709794
297	0.08632103943
298	0.08617849907
299	0.08611611389
300	0.08594818578
301	0.08582842917
302	0.08578224891
303	0.08565112508
304	0.08547598348
305	0.08532962055
306	0.08518807554
307	0.08502033804
308	0.08487711078
309	0.0847345693
310	0.08459140298
311	0.08443305461
312	0.08426454538
313	0.08412239922
314	0.08396675857
315	0.08377363028
316	0.08361708507
317	0.08347910228
318	0.08339155469
319	0.08326185345
320	0.08313121174
321	0.08300363223
322	0.08287112951
323	0.08276537157
324	0.08264871511
325	0.08246686802
326	0.08235854028
327	0.08221193812
328	0.08210165582
329	0.08204101342
330	0.08201377781
331	0.08195428534
332	0.08183968181
333	0.08168731023
334	0.08158022606
335	0.08146769319
336	0.08134806566
337	0.08122235297
338	0.0811461521
339	0.08103902019
340	0.08090039026
341	0.08078154144
342	0.08070150948
343	0.08064721616
344	0.08049955786
345	0.08039029853
346	0.08028811118
347	0.08019974788
348	0.08010312291
349	0.08000147106
350	0.07992737381
351	0.0797861061
352	0.07975078363
353	0.07963633055
354	0.07953028733
355	0.07949559453
356	0.07933740251
357	0.07928811169
358	0.07920152298
359	0.07902776231
360	0.07893647278
361	0.07881951875
362	0.07870441674
363	0.07857761522
364	0.07843128096
365	0.0783859631
366	0.07825758785
367	0.07817304537
368	0.07805298452
369	0.07791609262
370	0.07780007335
371	0.07777040902
372	0.07765543404
373	0.07748801836
374	0.07735843161
375	0.07733608094
376	0.07722471668
377	0.0771150275
378	0.07698696885
379	0.0769184925
380	0.07682616948
381	0.07673586504
382	0.07660575231
383	0.07650007807
384	0.07639902371
385	0.07631823208
386	0.07624227315
387	0.07612798722
388	0.07609572327
389	0.07599718275
390	0.07586423361
391	0.07575980656
392	0.07562651462
393	0.07557063987
394	0.07543000202
395	0.07531688107
396	0.07522423663
397	0.07513542346
398	0.07506726856
399	0.07495117012
400	0.07483000028
401	0.07473743148
402	0.0746813793
403	0.07458850853
404	0.0744584072
405	0.07438137079
406	0.0742914054
407	0.07422240786
408	0.07418907579
409	0.07404972157
410	0.07394655866
411	0.07385157652
412	0.073830436
413	0.07372787785
414	0.07361867293
415	0.07353309276
416	0.07344988551
417	0.07336603479
418	0.07328404441
419	0.07326456895
420	0.07323289687
421	0.07317485316
422	0.07314694485
423	0.07305804314
424	0.07296040911
425	0.07284707363
426	0.07273944684
427	0.07265313107
428	0.07252576058
429	0.07237828917
430	0.07229153615
431	0.07224705122
432	0.07213950288
433	0.07201713532
434	0.07193565156
435	0.07183085221
436	0.07169202281
437	0.07166163915
438	0.07159274548
439	0.07155137504
440	0.07144730545
441	0.07135021769
442	0.07129554179
443	0.07122252925
444	0.07112575829
445	0.07101614642
446	0.07098908168
447	0.07094556829
448	0.07087741449
449	0.07079365562
450	0.07070719398
451	0.07067829717
452	0.07059943952
453	0.07053299916
454	0.07042081735
455	0.07033850349
456	0.07024998646
457	0.07017190217
458	0.07011875708
459	0.07009257685
460	0.07004064808
461	0.06991013889
462	0.06984006622
463	0.06979769295
464	0.06965552338
465	0.06951617422
466	0.06949904229
467	0.06936196018
468	0.06933436413
469	0.06923180196
470	0.06915637806
471	0.06913839427
472	0.06908904369
473	0.06904048586
474	0.0690055581
475	0.06895473053
476	0.06886211636
477	0.06874273943
478	0.06862797621
479	0.06856334831
480	0.06854484198
481	0.06852169908
482	0.06842906451
483	0.06831125495
484	0.06823803705
485	0.06817461631
486	0.0681261583
487	0.06805747964
488	0.0680046344
489	0.0679311647
490	0.06783241378
491	0.06766312679
492	0.06760389936
493	0.06748787374
494	0.06732356136
495	0.06722095678
496	0.06716037583
497	0.06708282977
498	0.06704956905
499	0.06699183171
500	0.06689742025
501	0.06681591473
502	0.06679847052
503	0.06670172591
504	0.06657522497
505	0.06650535786
506	0.06643969384
507	0.06641753046
508	0.06637138831
509	0.06630346334
510	0.06623491327
511	0.06615810592
512	0.06607539665
513	0.06594594147
514	0.06586875763
515	0.06579247539
516	0.06571102355
517	0.06565981709
518	0.06557256917
519	0.06550808651
520	0.06544590346
521	0.0653176073
522	0.06522136989
523	0.06515547419
524	0.06511802846
525	0.06501689727
526	0.06493556147
527	0.06479608348
528	0.06474204338
529	0.06468324789
530	0.06459091576
531	0.06450544373
532	0.06444449668
533	0.0643689361
534	0.06431556439
535	0.06421410123
536	0.06413929847
537	0.06405407707
538	0.06399928376
539	0.06393733522
540	0.06386636234
541	0.0638178315
542	0.06373388396
543	0.06369040242
544	0.0636442616
545	0.06358343587
546	0.06353645885
547	0.06344406697
548	0.06342533079
549	0.06334108437
550	0.06324931724
551	0.06323895419
552	0.06310859608
553	0.06304371418
554	0.06296264968
555	0.06287704984
556	0.06277992047
557	0.06269647244
558	0.06268943727
559	0.06265207323
560	0.06264317418
561	0.06263347883
562	0.06256666046
563	0.0625212887
564	0.06245361522
565	0.06239748025
566	0.06231860452
567	0.06225799986
568	0.06222014364
569	0.06214301792
570	0.0621167945
571	0.06203497646
572	0.06195369885
573	0.06187792901
574	0.06176077708
575	0.06168962325
576	0.06160838566
577	0.0615487288
578	0.06140884656
579	0.06135155482
580	0.06124254729
581	0.06112954949
582	0.06106746952
583	0.06099178729
584	0.06089905993
585	0.06085809407
586	0.06082561887
587	0.06078511988
588	0.06068665568
589	0.06058609281
590	0.06051244816
591	0.06040697242
592	0.0603471527
593	0.06026554741
594	0.0602506625
595	0.06021709436
596	0.06017895423
597	0.06007349565
598	0.06002799634
599	0.05999458412
600	0.05998619859
601	0.05997701655
602	0.05990668333
603	0.05984880227
604	0.05981328057
605	0.05975721818
606	0.05966430167
607	0.0596333194
608	0.05952525647
609	0.05945172157
610	0.05938685674
611	0.05931081016
612	0.05925482811
613	0.05916668607
614	0.0591600066
615	0.05909897969
616	0.05904588024
617	0.05898265563
618	0.05897574042
619	0.05891079201
620	0.05885259026
621	0.05878713689
622	0.05872290778
623	0.05867662347
624	0.0586239319
625	0.05855732434
626	0.05848027228
627	0.05841166412
628	0.05835303851
629	0.05829252226
630	0.0582244953
631	0.05818183362
632	0.05814812024
633	0.05809144547
634	0.05802276056
635	0.05792846452
636	0.0578761772
637	0.05784811412
638	0.05780683021
639	0.05771851652
640	0.05768355109
641	0.05762238844
642	0.05753485505
643	0.05747800955
644	0.0574264198
645	0.05735549059
646	0.05731569484
647	0.05728708427
648	0.05725320505
649	0.05717963907
650	0.05712812099
651	0.0570944095
652	0.05704357881
653	0.05698060842
654	0.05694530618
655	0.05692229621
656	0.05685039544
657	0.0567970182
658	0.05674065824
659	0.05664638512
660	0.05656791579
661	0.05648986232
662	0.05641691547
663	0.05637203118
664	0.0563385917
665	0.05624737531
666	0.0561853682
667	0.05610145824
668	0.05603682997
669	0.05597463533
670	0.05595054957
671	0.05585052688
672	0.05580725764
673	0.05579831052
674	0.05576792036
675	0.05571982805
676	0.05562000369
677	0.05554423604
678	0.05548711337
679	0.05544765144
680	0.05540405948
681	0.05539890897
682	0.0553622418
683	0.0553426674
684	0.05530702074
685	0.05525195245
686	0.0552207374
687	0.05513174969
688	0.05507809847
689	0.05499317272
690	0.05493265761
691	0.05487754487
692	0.0548414406
693	0.05478111532
694	0.0546907336
695	0.0546451911
696	0.05456672058
697	0.05452985741
698	0.05444473333
699	0.05439561571
700	0.05428760416
701	0.05421520829
702	0.05416712513
703	0.05408894933
704	0.05402666366
705	0.05397739918
706	0.05393081554
707	0.05386435759
708	0.05383496493
709	0.05378129283
710	0.05372226482
711	0.05365012417
712	0.05362020402
713	0.05353528672
714	0.0534655595
715	0.05339255878
716	0.05332307058
717	0.05325462053
718	0.05314135843
719	0.05310867677
720	0.05299706449
721	0.05292986484
722	0.052869569
723	0.05284694225
724	0.05278736832
725	0.0527213983
726	0.05266461546
727	0.05263587824
728	0.05257889636
729	0.05253267214
730	0.05244228604
731	0.05231691637
732	0.05227209608
733	0.0521851531
734	0.05217407318
735	0.05207542536
736	0.05206493496
737	0.052013066
738	0.05193995515
739	0.05189490663
740	0.05185400928
741	0.05181279516
742	0.05173768871
743	0.05167744424
744	0.05157131034
745	0.05154484456
746	0.05147276484
747	0.05138514371
748	0.0513388137
749	0.05133075168
750	0.05130416929
751	0.05121269291
752	0.05116866273
753	0.05107621049
754	0.05100831509
755	0.05094381605
756	0.05092754566
757	0.0508842973
758	0.05081113793
759	0.05073744247
760	0.05065565684
761	0.0505908388
762	0.05052500382
763	0.05050044181
764	0.05046243707
765	0.05041149643
766	0.05032981806
767	0.05023212824
768	0.05018892063
769	0.05010387681
770	0.05009595026
771	0.05005498744
772	0.05000099103
773	0.04994569633
774	0.04990063905
775	0.04983864941
776	0.04979174375
777	0.0497110324
778	0.04964769977
779	0.04957892778
780	0.04952262225
781	0.04948443358
782	0.0494381464
783	0.049386938
784	0.04934686544
785	0.04929767763
786	0.04924329865
787	0.04922209286
788	0.04915912177
789	0.04911215723
790	0.04907830291
791	0.04902932371
792	0.04902022423
793	0.04895884226
794	0.04890582753
795	0.04883105636
796	0.04879659738
797	0.04872659744
798	0.04871092015
799	0.04864351058
800	0.04860389478
801	0.04856579069
802	0.04853835436
803	0.04853317277
804	0.04848727662
805	0.04841365565
806	0.04839249285
807	0.04834379392
808	0.04830535544
809	0.04825042687
810	0.04820090337
811	0.04815332506
812	0.04810056572
813	0.04807306394
814	0.04802221281
815	0.04797720038
816	0.04794546089
817	0.04788853041
818	0.04781927474
819	0.04776440644
820	0.04767963509
821	0.0476391525
822	0.04760561027
823	0.04753542399
824	0.0474906524
825	0.04742680537
826	0.04740089301
827	0.047348213
828	0.04728436444
829	0.04725302315
830	0.04719052756
831	0.04715157942
832	0.04708911628
833	0.04700604448
834	0.04696319076
835	0.04692092975
836	0.0468590068
837	0.04682521225
838	0.04679441958
839	0.04673213711
840	0.04667396813
841	0.0465936925
842	0.04654814009
843	0.04650224103
844	0.04646826757
845	0.04642671161
846	0.04637415887
847	0.0463320716
848	0.04627242629
849	0.04625375243
850	0.04618012186
851	0.0461468765
852	0.04608549017
853	0.04603432493
854	0.04597706214
855	0.04596843921
856	0.04592335671
857	0.0458864234
858	0.04584058793
859	0.04578426806
860	0.04572700011
861	0.04569471104
862	0.0456024363
863	0.04555083474
864	0.04552868461
865	0.04552183196
866	0.04546294104
867	0.04539767381
868	0.04534059848
869	0.045293497
870	0.04525163239
871	0.04516153942
872	0.04515564828
873	0.04510877993
874	0.04507801346
875	0.04500644252
876	0.04496087033
877	0.044901965
878	0.04484873322
879	0.0448088119
880	0.04478047263
881	0.04474414829
882	0.04468336777
883	0.04463943841
884	0.0445982472
885	0.04453892188
886	0.0444585059
887	0.04441531014
888	0.04435026137
889	0.04431349772
890	0.04424425425
891	0.04420281095
892	0.04417741442
893	0.04415055551
894	0.04410995736
895	0.04405954942
896	0.04402107776
897	0.04396213996
898	0.04393478389
899	0.04389106844
900	0.04383812992
901	0.04381559236
902	0.0437699716
903	0.04370316974
904	0.04366449929
905	0.04360811369
906	0.04357499868
907	0.04351958195
908	0.04347541752
909	0.04347002009
910	0.04343625594
911	0.04342943479
912	0.04337507235
913	0.04333265471
914	0.04327274463
915	0.04322313392
916	0.04319537251
917	0.04313822526
918	0.0431017098
919	0.04304564907
920	0.04298722116
921	0.04293791492
922	0.04290082485
923	0.04286001872
924	0.04281875069
925	0.04275672116
926	0.04270995573
927	0.04266342834
928	0.04264468772
929	0.04261958842
930	0.04257912703
931	0.04250552911
932	0.04249258065
933	0.04247119756
934	0.04241242346
935	0.04237513405
936	0.0423673901
937	0.04232969113
938	0.042259625
939	0.04220699359
940	0.0421655741
941	0.042111293
942	0.04210388708
943	0.04206976675
944	0.04204719253
945	0.04204173143
946	0.04203654605
947	0.04203132876
948	0.04198252122
949	0.041940014
950	0.04191085022
951	0.04187506204
952	0.04184111263
953	0.04179248372
954	0.04178737853
955	0.04174757351
956	0.04170296665
957	0.04165015954
958	0.04163344428
959	0.04158316422
960	0.04156340217
961	0.0415043853
962	0.04149913478
963	0.04146471347
964	0.04142415238
965	0.04141942988
966	0.04136139681
967	0.04131194492
968	0.04127714752
969	0.0412530097
970	0.04121381897
971	0.0411572748
972	0.0411254332
973	0.04109614821
974	0.04104529048
975	0.04100283189
976	0.04097668119
977	0.04091974969
978	0.04085124668
979	0.04081688252
980	0.04079943495
981	0.0407697229
982	0.04074023956
983	0.04073663548
984	0.04067762611
985	0.04063052602
986	0.04059257347
987	0.04058778618
988	0.04055370819
989	0.04050556209
990	0.04046103972
991	0.04043287398
992	0.04040523923
993	0.04036479051
994	0.04036030913
995	0.04031370499
996	0.04024959672
997	0.04020544971
998	0.04018925317
999	0.04018497806
1000	0.04017104278
1001	0.04013834562
1002	0.04008779018
1003	0.04005797394
1004	0.0400167585
1005	0.03998065749
1006	0.03996221267
1007	0.03991523765
1008	0.03986995906
1009	0.0398147961
1010	0.03975194068
1011	0.03972147857
1012	0.03968384268
1013	0.03964797263
1014	0.03959303
1015	0.03955689184
1016	0.03951702445
1017	0.03950314691
1018	0.03949714036
1019	0.03946871385
1020	0.03943607992
1021	0.03937693497
1022	0.03931772611
1023	0.03928894377
1024	0.03926499484
1025	0.0392272667
1026	0.0391773099
1027	0.03915834873
1028	0.03908250065
1029	0.03903530419
1030	0.03898697642
1031	0.03897107727
1032	0.03892928756
1033	0.03889471122
1034	0.03889115203
1035	0.03884053833
1036	0.03879607838
1037	0.03873108216
1038	0.03870524438
1039	0.03867648942
1040	0.03864466732
1041	0.03859150033
1042	0.03853239163
1043	0.03849474864
1044	0.03845694431
1045	0.03842223905
1046	0.03838883375
1047	0.03836262079
1048	0.03831066433
1049	0.03826219102
1050	0.03821665709
1051	0.03819155332
1052	0.03815122294
1053	0.03810901109
1054	0.03806109631
1055	0.03803420378
1056	0.03799733782
1057	0.03794544934
1058	0.0378971475
1059	0.03785245284
1060	0.03778595747
1061	0.03778315164
1062	0.03774866743
1063	0.03773538228
1064	0.0376801778
1065	0.03764956829
1066	0.03759981354
1067	0.03756695502
1068	0.03749705903
1069	0.03745656271
1070	0.03741187456
1071	0.0373698272
1072	0.03733739348
1073	0.03729653561
1074	0.03724438832
1075	0.03720878351
1076	0.0371617203
1077	0.03711923299
1078	0.03709773998
1079	0.03704858412
1080	0.03699749426
1081	0.03695825276
1082	0.03693254739
1083	0.03690758397
1084	0.03685900991
1085	0.03682296226
1086	0.03678309609
1087	0.03674936285
1088	0.0366816863
1089	0.036656967
1090	0.03661418039
1091	0.03657581819
1092	0.03654074812
1093	0.03651128504
1094	0.03646889264
1095	0.0364442026
1096	0.03642128031
1097	0.03638234249
1098	0.03635213652
1099	0.03633187894
1100	0.0362988644
1101	0.03627052066
1102	0.03623195962
1103	0.03619453223
1104	0.03614770627
1105	0.03611764854
1106	0.0360821574
1107	0.03607838724
1108	0.0360483621
1109	0.03602794003
1110	0.03598609185
1111	0.03594802666
1112	0.03594455088
1113	0.03588174778
1114	0.03584021045
1115	0.03580663982
1116	0.03579642726
1117	0.03579248113
1118	0.03576261824
1119	0.03572559183
1120	0.03570411545
1121	0.03566504681
1122	0.03566184115
1123	0.03563309604
1124	0.03563055096
1125	0.03558325367
1126	0.03555724561
1127	0.03552367323
1128	0.03548028357
1129	0.035454697
1130	0.03540645916
1131	0.03538292718
1132	0.03535677631
1133	0.03535433045
1134	0.0353226591
1135	0.03530604659
1136	0.0352877003
1137	0.03528063686
1138	0.03526268979
1139	0.03520078219
1140	0.0351712689
1141	0.03515283804
1142	0.03512136117
1143	0.03509095178
1144	0.03506365144
1145	0.03504025617
1146	0.034986726
1147	0.03498336129
1148	0.03492967382
1149	0.03488953406
1150	0.03486754745
1151	0.034836953
1152	0.03478397994
1153	0.03476368399
1154	0.03474093106
1155	0.03471559938
1156	0.03469209536
1157	0.03466428268
1158	0.03463617226
1159	0.03460385978
1160	0.03458936695
1161	0.03454618907
1162	0.03449065818
1163	0.03443502291
1164	0.03439179797
1165	0.03438918278
1166	0.03434075443
1167	0.03433790697
1168	0.03431868493
1169	0.03429515443
1170	0.03427108586
1171	0.03421579827
1172	0.03415869182
1173	0.03415534719
1174	0.03415241616
1175	0.03411509562
1176	0.03410546206
1177	0.03406025667
1178	0.03405781276
1179	0.03399726026
1180	0.03396331575
1181	0.03394751257
1182	0.03390862847
1183	0.03389789547
1184	0.03385524323
1185	0.03384308671
1186	0.03379066127
1187	0.03373498965
1188	0.0336946511
1189	0.03366638348
1190	0.03364237184
1191	0.03361862595
1192	0.0335748012
1193	0.03353327565
1194	0.033490467
1195	0.03347325917
1196	0.03341892519
1197	0.03341603052
1198	0.03337130186
1199	0.03335219362
1200	0.03334953717
1201	0.03334664386
1202	0.03330785194
1203	0.03327564094
1204	0.03323223262
1205	0.03320915956
1206	0.03320657977
1207	0.03318485196
1208	0.03317312237
1209	0.03315158896
1210	0.03311033524
1211	0.03308233635
1212	0.0330548216
1213	0.03302566591
1214	0.03298417225
1215	0.0329819867
1216	0.03294527026
1217	0.03290531942
1218	0.03286086885
1219	0.03284344887
1220	0.03280918341
1221	0.03277528153
1222	0.03274033781
1223	0.03269390367
1224	0.03266960392
1225	0.03262646824
1226	0.03260533473
1227	0.03255913214
1228	0.03252250939
1229	0.03247645842
1230	0.03247409993
1231	0.03243983377
1232	0.03240675987
1233	0.0323753599
1234	0.03233262451
1235	0.03231162544
1236	0.0322601552
1237	0.03222219761
1238	0.03217653784
1239	0.03215478324
1240	0.03214846002
1241	0.03209964272
1242	0.0320685873
1243	0.03206693119
1244	0.03203479364
1245	0.03201339888
1246	0.03201151282
1247	0.03197402042
1248	0.03195620712
1249	0.03193452749
1250	0.03189519981
1251	0.03186496478
1252	0.03186310803
1253	0.03183424987
1254	0.03181798836
1255	0.03178450507
1256	0.03174885085
1257	0.0317280973
1258	0.03169538477
1259	0.03165559165
1260	0.03162747147
1261	0.03162156793
1262	0.0316032138
1263	0.03158719586
1264	0.03154671152
1265	0.03151356315
1266	0.0314865511
1267	0.03145321815
1268	0.03142491084
1269	0.03139665907
1270	0.03139433163
1271	0.03135627098
1272	0.03135369268
1273	0.03132538153
1274	0.03129159426
1275	0.03124771862
1276	0.03122351571
1277	0.03118268297
1278	0.03118040985
1279	0.03112245949
1280	0.0310882068
1281	0.03105147401
1282	0.03101119298
1283	0.03098442062
1284	0.03095890903
1285	0.03094124692
1286	0.03091455149
1287	0.03087807863
1288	0.03085521636
1289	0.03085331019
1290	0.03081377754
1291	0.03076983861
1292	0.03074511383
1293	0.03071032059
1294	0.03069036223
1295	0.03067141505
1296	0.03063550842
1297	0.03060838225
1298	0.03057246468
1299	0.03056779534
1300	0.03054080383
1301	0.03050388917
1302	0.03048384424
1303	0.03045932659
1304	0.03042086991
1305	0.03039520057
1306	0.03039304585
1307	0.03039083838
1308	0.03037511323
1309	0.0303512813
1310	0.03030505367
1311	0.03026508175
1312	0.03022100474
1313	0.03019999015
1314	0.03017476556
1315	0.03015518874
1316	0.03015289402
1317	0.03011982464
1318	0.03008253055
1319	0.03008036781
1320	0.03004208626
1321	0.02999297472
1322	0.02996671825
1323	0.02996495396
1324	0.02992813182
1325	0.02988950848
1326	0.02985593865
1327	0.02982846532
1328	0.02979679925
1329	0.02979477294
1330	0.0297925461
1331	0.02976588797
1332	0.02976394556
1333	0.0297455299
1334	0.02971746915
1335	0.02968816144
1336	0.02966230406
1337	0.02963854557
1338	0.02959851111
1339	0.02955844125
1340	0.02953010794
1341	0.02948662084
1342	0.02943691242
1343	0.02938496204
1344	0.02933024355
1345	0.02931458785
1346	0.02928040378
1347	0.02925166541
1348	0.02924865164
1349	0.02921494546
1350	0.02918592561
1351	0.02917562075
1352	0.02913716477
1353	0.02909311566
1354	0.02905862845
1355	0.02902895156
1356	0.02901021001
1357	0.02899131744
1358	0.0289585491
1359	0.02892546695
1360	0.0288973327
1361	0.02886237708
1362	0.02883083528
1363	0.02881637304
1364	0.02877573628
1365	0.02877345144
1366	0.02874249565
1367	0.02871405488
1368	0.02867975926
1369	0.02864767858
1370	0.02862960498
1371	0.02860345915
1372	0.02856312674
1373	0.0285401697
1374	0.02850799093
1375	0.02847218696
1376	0.02844379641
1377	0.02841123428
1378	0.02838243536
1379	0.02835805444
1380	0.02833212185
1381	0.02831716416
1382	0.0282957674
1383	0.02828354634
1384	0.02826226694
1385	0.02822825592
1386	0.0281913331
1387	0.02817896642
1388	0.02816894227
1389	0.02814869498
1390	0.02811846466
1391	0.02809741734
1392	0.02807902173
1393	0.02803399236
1394	0.0279700285
1395	0.02795361244
1396	0.02793265592
1397	0.02790771436
1398	0.02787790433
1399	0.02785339071
1400	0.02782139662
1401	0.02779848011
1402	0.02776811922
1403	0.02773803592
1404	0.02773079785
1405	0.02770266725
1406	0.02769531517
1407	0.02767330808
1408	0.02763785553
1409	0.02762037436
1410	0.02757270677
1411	0.02754960873
1412	0.02750628067
1413	0.02747812323
1414	0.02745886787
1415	0.02743961838
1416	0.02743807275
1417	0.02741474593
1418	0.02739609752
1419	0.02736772301
1420	0.02734032157
1421	0.02731306744
1422	0.02727670666
1423	0.02725929181
1424	0.02723877844
1425	0.02720578674
1426	0.02717026353
1427	0.02714327467
1428	0.02713038642
1429	0.02710985379
1430	0.0270712645
1431	0.02705743063
1432	0.02703582291
1433	0.02701999375
1434	0.02699363346
1435	0.026977208
1436	0.02694916154
1437	0.02693646828
1438	0.02690566834
1439	0.02686976582
1440	0.02685510799
1441	0.02683153984
1442	0.02680478551
1443	0.02677370613
1444	0.02674503442
1445	0.0267141042
1446	0.02667951925
1447	0.02664797554
1448	0.026636706
1449	0.02660289334
1450	0.02657282661
1451	0.02655014267
1452	0.02651345128
1453	0.02648480902
1454	0.026444319
1455	0.02640323176
1456	0.02639267388
1457	0.0263645844
1458	0.02633791307
1459	0.02631504406
1460	0.02628721623
1461	0.02625930861
1462	0.02624259697
1463	0.02623460118
1464	0.02621775534
1465	0.02620069307
1466	0.0261816034
1467	0.02617498874
1468	0.0261465073
1469	0.02612736163
1470	0.02609904231
1471	0.02606721867
1472	0.02604067092
1473	0.02601084057
1474	0.02598931897
1475	0.02595985427
1476	0.02592119534
1477	0.02590145746
1478	0.02587161976
1479	0.02585700592
1480	0.02584419838
1481	0.02582535735
1482	0.02579982199
1483	0.02576165131
1484	0.02572998858
1485	0.02571476787
1486	0.02567301487
1487	0.0256392798
1488	0.0256217282
1489	0.0255882583
1490	0.02555710313
1491	0.02552722899
1492	0.02550464266
1493	0.02546895086
1494	0.02544533964
1495	0.02541754705
1496	0.02539475672
1497	0.0253608828
1498	0.02533929428
1499	0.02529604722
1500	0.02526899189
1501	0.02523140137
1502	0.02520459715
